id,title_en,title_es,current_type,current_route,current_level,current_domain,learning_objective,actual_user_action,estimated_minutes,prerequisites,related_concepts,primary_sources,images,interactive_elements,technical_accuracy_status,content_depth,cognitive_load,duplication_candidates,target_route,target_stage,target_type,recommended_action,migration_notes,confidence
concept:datastore-selection,RDBMS vs NoSQL and normalization vs denormalization on purpose,RDBMS vs NoSQL y normalizar vs desnormalizar con intención,spine-concept,/[locale]/lesson/systems-architecture-l4,L4,systems-architecture,"The new feature reads one item by key and never joins anything. Should you pick the database you know best, or let the access pattern pick it?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,cap-and-consistency-patterns,,"The System Design Primer — 'Database' (RDBMS, NoSQL, denormalization); ByteByteGo — 'Understanding Database Types', 'What does ACID mean?'|The System Design Primer — 'Database' (RDBMS, NoSQL, denormalization); ByteByteGo — 'Understanding Database Types', 'What does ACID mean?'",schematic:flow,decision-flow|categorize|cloze,sourced,5,430,,shared-foundations,F1,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:replication-and-sharding-tradeoffs,Read replicas and sharding: what they solve and what they break,Réplicas de lectura y sharding: qué resuelven y qué rompen,spine-concept,/[locale]/lesson/systems-architecture-l4,L4,systems-architecture,"A user saves their profile, reloads, and sees the old name. What did the read replica buy you, and what did splitting the table by key break?",read+manipulate-widget+answer-check+assemble-architecture+graded-checkpoint+self-graded-recall,4,datastore-selection|horizontal-vs-vertical-scaling,,"ByteByteGo — 'Read Replica Pattern', 'A Crash Course on Database Sharding', 'Top 4 Data Sharding Algorithms'|ByteByteGo — 'Read Replica Pattern', 'A Crash Course on Database Sharding', 'Top 4 Data Sharding Algorithms'",schematic:stack,decision-flow|order|match,sourced,6,466,,shared-foundations,F1,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:api-contract-and-idempotency,Designing contracts that survive retries: idempotency and versioning,Diseñar contratos que sobreviven a los reintentos: idempotencia y versionado,spine-concept,/[locale]/lesson/systems-architecture-l4,L4,systems-architecture,"The client timed out and retried, so your payment endpoint ran twice. How do you make the second call change nothing instead of charging the card again?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,rest-resource-modeling,,"ByteByteGo — 'Top 6 Cases to Apply Idempotency', '8 Tips for Efficient API Design'; Fowler RMM (level 3 hypermedia for evolvability)|ByteByteGo — 'Top 6 Cases to Apply Idempotency', '8 Tips for Efficient API Design'; Fowler RMM (level 3 hypermedia for evolvability)",schematic:flow,decision-flow|cloze|order,sourced,8,609,,shared-foundations,F1,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:async-messaging-when-to-queue,When to introduce a queue — and the coupling it removes vs the complexity it adds,Cuándo introducir una cola: el acoplamiento que elimina vs la complejidad que agrega,spine-concept,/[locale]/lesson/systems-architecture-l4,L4,systems-architecture,"A queue absorbs your traffic spike and hides the producer from the consumer. Are you ready to own message order, duplicates, and a backlog nobody watches?",read+manipulate-widget+answer-check+assemble-architecture+graded-checkpoint+self-graded-recall,5,tradeoff-vocabulary|cap-and-consistency-patterns,continuous-batching,"The System Design Primer — 'Asynchronism' (message queues, back pressure); ByteByteGo — 'Types of Message Queues'|The System Design Primer — 'Asynchronism' (message queues, back pressure); ByteByteGo — 'Types of Message Queues'",schematic:compare,latency-budget|categorize|match,sourced,6,549,,shared-foundations,F1,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:monolith-first-microservice-premium,Monolith-first and the microservice premium: when NOT to split,Monolito primero y el sobreprecio de los microservicios: cuándo NO dividir,spine-concept,/[locale]/lesson/systems-architecture-l5,L5,systems-architecture,Your team of six wants to split one deployable into twelve services. What do you start paying for every call that used to be a function call?,read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,replication-and-sharding-tradeoffs|async-messaging-when-to-queue,,"Martin Fowler — 'Microservice Trade-Offs' and 'MonolithFirst' (martinfowler.com)|Martin Fowler — 'Microservice Trade-Offs' and 'MonolithFirst' (martinfowler.com); Sam Newman, 'Monolith to Microservices'",schematic:compare,scaling-curves|cloze|categorize,sourced,9,655,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:bounded-contexts-as-decomposition-unit,Bounded contexts: cutting systems along language and ownership seams,Contextos delimitados: cortar sistemas por las costuras de lenguaje y propiedad,spine-concept,/[locale]/lesson/systems-architecture-l5,L5,systems-architecture,"You split into frontend, backend and database services, and every new feature still touches all three. Where should the cut have gone instead?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,monolith-first-microservice-premium,,"Martin Fowler — 'BoundedContext' (bliki), grounded in Eric Evans, Domain-Driven Design|Martin Fowler — 'BoundedContext' (bliki), grounded in Eric Evans, Domain-Driven Design",schematic:compare,spectrum|match|order,sourced,9,644,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:reversible-vs-irreversible-decisions-adr,"One-way vs two-way doors, and recording decisions as ADRs","Puertas de un solo sentido vs de doble sentido, y registrar decisiones como ADRs",spine-concept,/[locale]/lesson/systems-architecture-l5,L5,systems-architecture,"Choosing a CSS framework and choosing your primary data store each take one meeting today. Which deserves a week, and who will remember the reason in two years?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,5,monolith-first-microservice-premium,,"Reversibility framing: Jeff Bezos, Amazon 2015/2016 Letters to Shareholders (one-way vs two-way door, 'Type 1 / Type 2' decisions). ADR recording: joelparkerhenderson/architecture-decision-record + Michael Nygard, 'Documenting Architecture Decisions' (context/decision/consequences)|Jeff Bezos, Amazon 2015/2016 Letters to Shareholders (one-way vs two-way door, Type 1 / Type 2); Michael Nygard, 'Documenting Architecture Decisions'; joelparkerhenderson/architecture-decision-record",schematic:axes,decision-flow|categorize|order,sourced,9,691,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:event-driven-architecture-tradeoffs,"Event-driven architecture: decoupling now, debugging-in-the-dark later","Arquitectura orientada a eventos: desacoplar hoy, depurar a ciegas mañana",spine-concept,/[locale]/lesson/systems-architecture-l5,L5,systems-architecture,Your services stopped calling each other and started publishing events. Now an order is stuck and no single log shows where. What did that decoupling cost?,read+manipulate-widget+answer-check+assemble-architecture+graded-checkpoint+self-graded-recall,5,async-messaging-when-to-queue|bounded-contexts-as-decomposition-unit,,"Martin Fowler — 'What do you mean by “Event-Driven”?' (martinfowler.com/articles/201701-event-driven.html), distinguishing event notification vs event-carried state transfer (and noting control flow that is 'not explicit in any program text'); roadmap.sh software-design-architecture (Architectural Styles: event-driven)|Martin Fowler — 'What do you mean by ""Event-Driven""?' (martinfowler.com/articles/201701-event-driven.html), event notification vs event-carried state transfer, control flow 'not explicit in any program text'",schematic:flow,consistency|match|cloze,sourced,9,670,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:cqrs-when-it-helps-and-hurts,"CQRS: a scalpel for a few contexts, a trap for the whole system","CQRS: un bisturí para unos pocos contextos, una trampa para todo el sistema",spine-concept,/[locale]/lesson/systems-architecture-l5,L5,systems-architecture,In your reporting context reads outnumber writes a thousand to one. Is that a reason to split the write model from the read model in every other context too?,read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,5,event-driven-architecture-tradeoffs|datastore-selection,,"Martin Fowler — 'CQRS' (bliki), including his cautions and the Reporting Database alternative|Martin Fowler — 'CQRS' (bliki), including his productivity caution and the Reporting Database alternative",schematic:compare,decision-flow|categorize|match,sourced,9,680,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:distributed-data-sagas-outbox,"Consistency without distributed transactions: sagas, outbox, compensations","Consistencia sin transacciones distribuidas: sagas, outbox y compensaciones",spine-concept,/[locale]/lesson/systems-architecture-l6,L6,systems-architecture,"The order service committed and the payment service did not. With no transaction spanning both, how do you undo the first step and still publish the news exactly once?",read+answer-check+graded-checkpoint+self-graded-recall,3,event-driven-architecture-tradeoffs|api-contract-and-idempotency,,microservices.io — Saga pattern and Transactional Outbox (Chris Richardson)|microservices.io — Saga pattern and Transactional Outbox (Chris Richardson),schematic:flow,cloze|order,sourced,7,508,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:designing-for-failure-resilience,Failure as the default: the fallacies of distributed computing and resiliency patterns,La falla como estado por defecto: las falacias del cómputo distribuido y patrones de resiliencia,spine-concept,/[locale]/lesson/systems-architecture-l6,L6,systems-architecture,"A dependency does not fail, it answers in thirty seconds, and every thread piles up behind it. Which defaults should have been in the code before that day?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,cap-and-consistency-patterns|async-messaging-when-to-queue,,"L. Peter Deutsch & James Gosling — 'The Eight Fallacies of Distributed Computing' (Sun Microsystems, 1994/1997); ByteByteGo — 'Resiliency Patterns', 'Retry Strategies for System Failures'|L. Peter Deutsch & James Gosling — 'The Eight Fallacies of Distributed Computing' (Sun Microsystems, 1994/1997); ByteByteGo — 'Resiliency Patterns', 'Retry Strategies for System Failures'",schematic:flow,decision-flow|match|categorize,sourced,6,471,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:observability-for-distributed-systems,Observability and SLOs: you cannot operate resilience you cannot see,Observabilidad y SLOs: no puedes operar una resiliencia que no puedes ver,spine-concept,/[locale]/lesson/systems-architecture-l6,L6,systems-architecture,"Your circuit breaker is configured and your retries have backoff. How would you know whether either one ever fired, and whether users felt it?",read+answer-check+graded-checkpoint+self-graded-recall,3,designing-for-failure-resilience,,"Google SRE Book — 'Service Level Objectives' (SLIs/SLOs/error budgets, sre.google/sre-book/service-level-objectives/); ByteByteGo — observability 'Logging, Tracing, Metrics' / distributed tracing sections|Google SRE Book — 'Service Level Objectives' (SLIs/SLOs/error budgets, sre.google/sre-book/service-level-objectives/); ByteByteGo — observability 'Logging, Tracing, Metrics' / distributed tracing sections",schematic:compare,cloze|categorize,sourced,8,551,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
